username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
Ledeau_Fox,,,53.23,,52.17,85.71,0.8875,0.9437,43.95,True,52.48,2,149.0,"Ledeau_Fox scores 43.95 with consistency score 85.7, bancho score 53.2, recent tournament form 52.2; reliability 0.887, activity 0.944, provisional",{}
Fleh,,,56.08,,53.71,95.47,0.8688,0.9454,43.94,True,53.5,1,142.0,"Fleh scores 43.94 with consistency score 95.5, bancho score 56.1, recent tournament form 53.7; reliability 0.869, activity 0.945, provisional",{}
sharytory,,,48.18,,73.74,25.0,0.8688,0.9475,43.92,True,53.35,1,134.0,"sharytory scores 43.92 with recent tournament form 73.7, bancho score 48.2, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
NeliNyan,,,51.6,,56.49,90.74,0.8688,0.9454,43.91,True,53.46,1,142.0,"NeliNyan scores 43.91 with consistency score 90.7, recent tournament form 56.5, bancho score 51.6; reliability 0.869, activity 0.945, provisional",{}
Allegrissimo,,,47.54,,57.83,90.54,0.8688,0.9454,43.86,True,53.4,1,142.0,"Allegrissimo scores 43.86 with consistency score 90.5, recent tournament form 57.8, bancho score 47.5; reliability 0.869, activity 0.945, provisional",{}
ESCRUPULILLO,,,39.59,,52.03,84.73,0.9062,0.9418,43.79,False,51.31,3,157.0,"ESCRUPULILLO scores 43.79 with consistency score 84.7, recent tournament form 52.0, bancho score 39.6; reliability 0.906, activity 0.942",{}
Tokii,,,37.48,,85.62,25.0,0.8688,0.918,43.76,True,54.87,1,309.0,"Tokii scores 43.76 with recent tournament form 85.6, bancho score 37.5, consistency score 25.0; reliability 0.869, activity 0.918, provisional",{}
maxim,,,50.43,,51.16,89.31,0.8875,0.9437,43.75,True,52.23,2,149.0,"maxim scores 43.75 with consistency score 89.3, recent tournament form 51.2, bancho score 50.4; reliability 0.887, activity 0.944, provisional",{}
plambob,,,67.96,,42.13,92.21,0.8875,0.9475,43.7,True,51.97,2,134.0,"plambob scores 43.70 with consistency score 92.2, bancho score 68.0, recent tournament form 42.1; reliability 0.887, activity 0.948, provisional",{}
Azer,,,38.27,,56.02,82.19,0.8875,0.9475,43.62,True,51.88,2,134.0,"Azer scores 43.62 with consistency score 82.2, recent tournament form 56.0, bancho score 38.3; reliability 0.887, activity 0.948, provisional",{}
z980838928,,,36.23,,50.91,87.66,0.9062,0.9437,43.58,False,50.96,3,149.0,"z980838928 scores 43.58 with consistency score 87.7, recent tournament form 50.9, bancho score 36.2; reliability 0.906, activity 0.944",{}
yip,,,36.43,,54.49,91.19,0.8875,0.9457,43.54,True,51.87,2,141.0,"yip scores 43.54 with consistency score 91.2, recent tournament form 54.5, bancho score 36.4; reliability 0.887, activity 0.946, provisional",{}
Kurumiw,,,64.44,,45.46,84.57,0.8875,0.9423,43.47,True,51.98,2,155.0,"Kurumiw scores 43.47 with consistency score 84.6, bancho score 64.4, recent tournament form 45.5; reliability 0.887, activity 0.942, provisional",{}
papercandle,,,54.66,,44.01,81.09,0.9062,0.9457,43.47,False,50.73,3,141.0,"papercandle scores 43.47 with consistency score 81.1, bancho score 54.7, recent tournament form 44.0; reliability 0.906, activity 0.946",{}
A]],,,53.76,,56.43,80.18,0.8688,0.942,43.45,True,53.1,1,156.0,"A]] scores 43.45 with consistency score 80.2, recent tournament form 56.4, bancho score 53.8; reliability 0.869, activity 0.942, provisional",{}
misha awa,,,51.47,,52.93,69.43,0.8875,0.9475,43.45,True,51.68,2,134.0,"misha awa scores 43.45 with consistency score 69.4, recent tournament form 52.9, bancho score 51.5; reliability 0.887, activity 0.948, provisional",{}
shwq,,,45.92,,52.81,84.09,0.8875,0.9423,43.44,True,51.94,2,155.0,"shwq scores 43.44 with consistency score 84.1, recent tournament form 52.8, bancho score 45.9; reliability 0.887, activity 0.942, provisional",{}
Emilbus,,,45.75,,50.42,89.79,0.8875,0.9439,43.34,True,51.73,2,148.0,"Emilbus scores 43.34 with consistency score 89.8, recent tournament form 50.4, bancho score 45.7; reliability 0.887, activity 0.944, provisional",{}
Crystal,,,39.05,,53.14,89.6,0.8875,0.9437,43.33,True,51.73,2,149.0,"Crystal scores 43.33 with consistency score 89.6, recent tournament form 53.1, bancho score 39.1; reliability 0.887, activity 0.944, provisional",{}
savilju,,,36.88,,47.2,96.62,0.9062,0.942,43.3,False,50.72,3,156.0,"savilju scores 43.30 with consistency score 96.6, recent tournament form 47.2, bancho score 36.9; reliability 0.906, activity 0.942",{}
Bubbleman,,,56.54,,47.53,80.63,0.8875,0.9457,43.28,True,51.56,2,141.0,"Bubbleman scores 43.28 with consistency score 80.6, bancho score 56.5, recent tournament form 47.5; reliability 0.887, activity 0.946, provisional",{}
Mahmood,,,57.86,,43.69,94.54,0.8875,0.9437,43.21,True,51.59,2,149.0,"Mahmood scores 43.21 with consistency score 94.5, bancho score 57.9, recent tournament form 43.7; reliability 0.887, activity 0.944, provisional",{}
A L E P H,,,49.47,,49.22,87.31,0.8875,0.9418,43.19,True,51.67,2,157.0,"A L E P H scores 43.19 with consistency score 87.3, bancho score 49.5, recent tournament form 49.2; reliability 0.887, activity 0.942, provisional",{}
Oly9919,,,36.35,,46.81,95.56,0.9062,0.9423,43.16,False,50.55,3,155.0,"Oly9919 scores 43.16 with consistency score 95.6, recent tournament form 46.8, bancho score 36.4; reliability 0.906, activity 0.942",{}
GET LOVED,,,52.88,,53.2,87.26,0.8875,0.9209,43.1,True,52.73,2,282.0,"GET LOVED scores 43.10 with consistency score 87.3, recent tournament form 53.2, bancho score 52.9; reliability 0.887, activity 0.921, provisional",{}
lolol234,,,34.41,,48.98,86.09,0.9062,0.9437,43.06,False,50.35,3,149.0,"lolol234 scores 43.06 with consistency score 86.1, recent tournament form 49.0, bancho score 34.4; reliability 0.906, activity 0.944",{}
Ethan2222,,,52.04,,68.32,25.0,0.8688,0.9423,43.04,True,52.58,1,155.0,"Ethan2222 scores 43.04 with recent tournament form 68.3, bancho score 52.0, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
-IZZY,,,53.68,,46.09,87.81,0.8875,0.9423,42.99,True,51.4,2,155.0,"-IZZY scores 42.99 with consistency score 87.8, bancho score 53.7, recent tournament form 46.1; reliability 0.887, activity 0.942, provisional",{}
trumpatino69,,,58.94,,40.35,81.3,0.9062,0.942,42.98,False,50.35,3,156.0,"trumpatino69 scores 42.98 with consistency score 81.3, bancho score 58.9, recent tournament form 40.4; reliability 0.906, activity 0.942",{}
ZaNy_,,,33.62,,46.59,95.91,0.9062,0.9423,42.95,False,50.3,3,155.0,"ZaNy_ scores 42.95 with consistency score 95.9, recent tournament form 46.6, bancho score 33.6; reliability 0.906, activity 0.942",{}
Fuma,,,32.63,,47.74,94.8,0.8875,0.9593,42.91,True,50.4,2,94.0,"Fuma scores 42.91 with consistency score 94.8, recent tournament form 47.7, bancho score 32.6; reliability 0.887, activity 0.959, provisional",{}
alfiu,,,51.77,,41.22,81.85,0.9062,0.9475,42.91,False,49.98,3,134.0,"alfiu scores 42.91 with consistency score 81.8, bancho score 51.8, recent tournament form 41.2; reliability 0.906, activity 0.948",{}
Skrowell,,,50.93,,45.74,89.86,0.8875,0.9439,42.9,True,51.22,2,148.0,"Skrowell scores 42.90 with consistency score 89.9, bancho score 50.9, recent tournament form 45.7; reliability 0.887, activity 0.944, provisional",{}
eddy,,,40.24,,79.11,25.0,0.8688,0.9173,42.87,True,53.79,1,316.0,"eddy scores 42.87 with recent tournament form 79.1, bancho score 40.2, consistency score 25.0; reliability 0.869, activity 0.917, provisional",{}
Tim Kackner,,,51.37,,49.62,93.01,0.8688,0.9454,42.86,True,52.18,1,142.0,"Tim Kackner scores 42.86 with consistency score 93.0, bancho score 51.4, recent tournament form 49.6; reliability 0.869, activity 0.945, provisional",{}
Pinguinzi,,,49.12,,44.82,93.62,0.8875,0.9437,42.78,True,51.07,2,149.0,"Pinguinzi scores 42.78 with consistency score 93.6, bancho score 49.1, recent tournament form 44.8; reliability 0.887, activity 0.944, provisional",{}
Rumyndra,,,34.66,,55.9,98.37,0.8875,0.9201,42.77,True,52.37,2,289.0,"Rumyndra scores 42.77 with consistency score 98.4, recent tournament form 55.9, bancho score 34.7; reliability 0.887, activity 0.920, provisional",{}
NYASH,,,52.32,,44.31,91.65,0.8875,0.9423,42.76,True,51.13,2,155.0,"NYASH scores 42.76 with consistency score 91.7, bancho score 52.3, recent tournament form 44.3; reliability 0.887, activity 0.942, provisional",{}
HUNDUR,,,47.85,,45.69,91.55,0.8875,0.9437,42.75,True,51.04,2,149.0,"HUNDUR scores 42.75 with consistency score 91.5, bancho score 47.9, recent tournament form 45.7; reliability 0.887, activity 0.944, provisional",{}
distantmemory,,,37.84,,61.46,93.81,0.8688,0.9179,42.67,True,53.51,1,310.0,"distantmemory scores 42.67 with consistency score 93.8, recent tournament form 61.5, bancho score 37.8; reliability 0.869, activity 0.918, provisional",{}
willy0214,,,59.66,,62.87,25.0,0.8688,0.9423,42.65,True,52.1,1,155.0,"willy0214 scores 42.65 with recent tournament form 62.9, bancho score 59.7, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Chipori,,,52.4,,51.19,79.7,0.8688,0.9454,42.64,True,51.91,1,142.0,"Chipori scores 42.64 with consistency score 79.7, bancho score 52.4, recent tournament form 51.2; reliability 0.869, activity 0.945, provisional",{}
ZeitFrost,,,37.9,,46.38,99.17,0.8875,0.9454,42.6,True,50.77,2,142.0,"ZeitFrost scores 42.60 with consistency score 99.2, recent tournament form 46.4, bancho score 37.9; reliability 0.887, activity 0.945, provisional",{}
Pregnancy,,,38.1,,52.59,79.74,0.8875,0.9391,42.55,True,51.05,2,169.0,"Pregnancy scores 42.55 with consistency score 79.7, recent tournament form 52.6, bancho score 38.1; reliability 0.887, activity 0.939, provisional",{}
desuqe,,,53.03,,47.61,91.91,0.8688,0.9439,42.53,True,51.86,1,148.0,"desuqe scores 42.53 with consistency score 91.9, bancho score 53.0, recent tournament form 47.6; reliability 0.869, activity 0.944, provisional",{}
steamhappy,,,22.99,,54.59,88.04,0.8875,0.9457,42.52,True,50.66,2,141.0,"steamhappy scores 42.52 with consistency score 88.0, recent tournament form 54.6, bancho score 23.0; reliability 0.887, activity 0.946, provisional",{}
MejiroMcQueen,,,38.34,,40.15,84.85,0.9062,0.96,42.49,False,48.84,3,92.0,"MejiroMcQueen scores 42.49 with consistency score 84.8, recent tournament form 40.1, bancho score 38.3; reliability 0.906, activity 0.960",{}
spray-,,,37.8,,49.69,86.53,0.8875,0.942,42.46,True,50.79,2,156.0,"spray- scores 42.46 with consistency score 86.5, recent tournament form 49.7, bancho score 37.8; reliability 0.887, activity 0.942, provisional",{}
Saiyku,,,66.74,,57.74,25.0,0.8688,0.9457,42.43,True,51.64,1,141.0,"Saiyku scores 42.43 with bancho score 66.7, recent tournament form 57.7, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
JapWhite,,,56.36,,44.52,76.53,0.8875,0.9423,42.43,True,50.74,2,155.0,"JapWhite scores 42.43 with consistency score 76.5, bancho score 56.4, recent tournament form 44.5; reliability 0.887, activity 0.942, provisional",{}
Coreanmaluco,,,48.2,,44.08,92.85,0.8875,0.9407,42.42,True,50.81,2,162.0,"Coreanmaluco scores 42.42 with consistency score 92.8, bancho score 48.2, recent tournament form 44.1; reliability 0.887, activity 0.941, provisional",{}
PikaPwn,,,53.6,,55.34,83.8,0.8688,0.9202,42.41,True,53.05,1,288.0,"PikaPwn scores 42.41 with consistency score 83.8, recent tournament form 55.3, bancho score 53.6; reliability 0.869, activity 0.920, provisional",{}
LUNAISTABBY,,,25.67,,68.43,55.63,0.8875,0.918,42.38,True,52.02,2,309.0,"LUNAISTABBY scores 42.38 with recent tournament form 68.4, consistency score 55.6, bancho score 25.7; reliability 0.887, activity 0.918, provisional",{}
BabyScylla,,,35.37,,49.52,89.45,0.8875,0.9418,42.38,True,50.71,2,157.0,"BabyScylla scores 42.38 with consistency score 89.5, recent tournament form 49.5, bancho score 35.4; reliability 0.887, activity 0.942, provisional",{}
z9a,,,56.59,,44.55,96.17,0.8688,0.942,42.35,True,51.75,1,156.0,"z9a scores 42.35 with consistency score 96.2, bancho score 56.6, recent tournament form 44.5; reliability 0.869, activity 0.942, provisional",{}
she gon pay me,,,38.15,,69.66,25.0,0.8688,0.9423,42.35,True,51.73,1,155.0,"she gon pay me scores 42.35 with recent tournament form 69.7, bancho score 38.1, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
HaSappy,,,50.66,,63.94,25.0,0.8688,0.9439,42.31,True,51.59,1,148.0,"HaSappy scores 42.31 with recent tournament form 63.9, bancho score 50.7, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
badeu,,,50.23,,45.56,97.19,0.8688,0.9457,42.31,True,51.49,1,141.0,"badeu scores 42.31 with consistency score 97.2, bancho score 50.2, recent tournament form 45.6; reliability 0.869, activity 0.946, provisional",{}
fudge,,,57.79,,39.35,68.9,0.9062,0.9437,42.28,False,49.44,3,149.0,"fudge scores 42.28 with consistency score 68.9, bancho score 57.8, recent tournament form 39.4; reliability 0.906, activity 0.944",{}
Ievi-,,,33.62,,50.89,82.93,0.8875,0.942,42.23,True,50.51,2,156.0,"Ievi- scores 42.23 with consistency score 82.9, recent tournament form 50.9, bancho score 33.6; reliability 0.887, activity 0.942, provisional",{}
Melvr,,,49.29,,41.03,95.13,0.8875,0.9437,42.22,True,50.41,2,149.0,"Melvr scores 42.22 with consistency score 95.1, bancho score 49.3, recent tournament form 41.0; reliability 0.887, activity 0.944, provisional",{}
Amasetic,,,43.31,,46.6,78.09,0.8875,0.9475,42.2,True,50.19,2,134.0,"Amasetic scores 42.20 with consistency score 78.1, recent tournament form 46.6, bancho score 43.3; reliability 0.887, activity 0.948, provisional",{}
Icarussy,,,47.64,,47.84,93.17,0.8688,0.9423,42.19,True,51.54,1,155.0,"Icarussy scores 42.19 with consistency score 93.2, recent tournament form 47.8, bancho score 47.6; reliability 0.869, activity 0.942, provisional",{}
pawb,,,42.62,,66.89,25.0,0.8688,0.942,42.18,True,51.54,1,156.0,"pawb scores 42.18 with recent tournament form 66.9, bancho score 42.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
xootynator,,,62.05,,58.11,25.0,0.8688,0.9457,42.18,True,51.34,1,141.0,"xootynator scores 42.18 with bancho score 62.0, recent tournament form 58.1, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
bunnylikemoney,,,59.17,,66.39,25.0,0.8688,0.9194,42.14,True,52.76,1,295.0,"bunnylikemoney scores 42.14 with recent tournament form 66.4, bancho score 59.2, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Shirosora,,,54.61,,61.8,25.0,0.8688,0.9423,42.14,True,51.48,1,155.0,"Shirosora scores 42.14 with recent tournament form 61.8, bancho score 54.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Homura--,,,33.14,,46.07,98.62,0.8875,0.9439,42.13,True,50.3,2,148.0,"Homura-- scores 42.13 with consistency score 98.6, recent tournament form 46.1, bancho score 33.1; reliability 0.887, activity 0.944, provisional",{}
Shinkiro,,,29.44,,52.08,82.04,0.8875,0.942,42.11,True,50.37,2,156.0,"Shinkiro scores 42.11 with consistency score 82.0, recent tournament form 52.1, bancho score 29.4; reliability 0.887, activity 0.942, provisional",{}
fedoragoose,,,48.36,,44.64,81.01,0.8875,0.942,42.09,True,50.35,2,156.0,"fedoragoose scores 42.09 with consistency score 81.0, bancho score 48.4, recent tournament form 44.6; reliability 0.887, activity 0.942, provisional",{}
Rizer,,,47.77,,63.95,25.0,0.8688,0.9423,42.05,True,51.36,1,155.0,"Rizer scores 42.05 with recent tournament form 64.0, bancho score 47.8, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
NOUMEN BREAK,,,47.03,,42.22,89.98,0.8875,0.9423,41.99,True,50.21,2,155.0,"NOUMEN BREAK scores 41.99 with consistency score 90.0, bancho score 47.0, recent tournament form 42.2; reliability 0.887, activity 0.942, provisional",{}
Stixe,,,53.31,,37.59,82.46,0.8875,0.9577,41.99,True,49.41,2,99.0,"Stixe scores 41.99 with consistency score 82.5, bancho score 53.3, recent tournament form 37.6; reliability 0.887, activity 0.958, provisional",{}
calangi,,,29.46,,47.49,96.43,0.8875,0.9423,41.96,True,50.18,2,155.0,"calangi scores 41.96 with consistency score 96.4, recent tournament form 47.5, bancho score 29.5; reliability 0.887, activity 0.942, provisional",{}
z10a,,,50.03,,44.58,96.16,0.8688,0.942,41.92,True,51.23,1,156.0,"z10a scores 41.92 with consistency score 96.2, bancho score 50.0, recent tournament form 44.6; reliability 0.869, activity 0.942, provisional",{}
NO37,,,31.11,,47.87,88.74,0.8875,0.9437,41.88,True,50.0,2,149.0,"NO37 scores 41.88 with consistency score 88.7, recent tournament form 47.9, bancho score 31.1; reliability 0.887, activity 0.944, provisional",{}
karate,,,39.9,,49.25,94.08,0.8875,0.9201,41.85,True,51.25,2,289.0,"karate scores 41.85 with consistency score 94.1, recent tournament form 49.2, bancho score 39.9; reliability 0.887, activity 0.920, provisional",{}
clafrelys,,,59.74,,56.97,25.0,0.8688,0.9457,41.84,True,50.92,1,141.0,"clafrelys scores 41.84 with bancho score 59.7, recent tournament form 57.0, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
Cymango,,,50.52,,40.88,87.14,0.8875,0.9407,41.81,True,50.07,2,162.0,"Cymango scores 41.81 with consistency score 87.1, bancho score 50.5, recent tournament form 40.9; reliability 0.887, activity 0.941, provisional",{}
macabea,,,25.8,,42.21,85.36,0.9062,0.9552,41.79,False,48.27,3,107.0,"macabea scores 41.79 with consistency score 85.4, recent tournament form 42.2, bancho score 25.8; reliability 0.906, activity 0.955",{}
Mike Tyson,,,56.31,,44.4,83.42,0.8688,0.942,41.78,True,51.06,1,156.0,"Mike Tyson scores 41.78 with consistency score 83.4, bancho score 56.3, recent tournament form 44.4; reliability 0.869, activity 0.942, provisional",{}
marbl,,,38.39,,45.36,86.75,0.8875,0.9418,41.78,True,49.98,2,157.0,"marbl scores 41.78 with consistency score 86.8, recent tournament form 45.4, bancho score 38.4; reliability 0.887, activity 0.942, provisional",{}
Hifkil,,,47.74,,41.71,85.9,0.8875,0.9423,41.78,True,49.96,2,155.0,"Hifkil scores 41.78 with consistency score 85.9, bancho score 47.7, recent tournament form 41.7; reliability 0.887, activity 0.942, provisional",{}
Uzumaki,,,35.24,,74.03,25.0,0.8688,0.918,41.77,True,52.38,1,309.0,"Uzumaki scores 41.77 with recent tournament form 74.0, bancho score 35.2, consistency score 25.0; reliability 0.869, activity 0.918, provisional",{}
Jitterish,,,35.11,,41.75,84.83,0.9062,0.9423,41.76,False,48.9,3,155.0,"Jitterish scores 41.76 with consistency score 84.8, recent tournament form 41.8, bancho score 35.1; reliability 0.906, activity 0.942",{}
zonelouise,,,50.81,,43.89,92.6,0.8688,0.9423,41.73,True,50.97,1,155.0,"zonelouise scores 41.73 with consistency score 92.6, bancho score 50.8, recent tournament form 43.9; reliability 0.869, activity 0.942, provisional",{}
MALTESER,,,59.33,,37.98,79.62,0.8875,0.9437,41.73,True,49.82,2,149.0,"MALTESER scores 41.73 with consistency score 79.6, bancho score 59.3, recent tournament form 38.0; reliability 0.887, activity 0.944, provisional",{}
hexi,,,61.31,,35.42,91.14,0.8875,0.9391,41.71,True,50.05,2,169.0,"hexi scores 41.71 with consistency score 91.1, bancho score 61.3, recent tournament form 35.4; reliability 0.887, activity 0.939, provisional",{}
NO67,,,27.5,,49.15,86.48,0.8875,0.942,41.68,True,49.85,2,156.0,"NO67 scores 41.68 with consistency score 86.5, recent tournament form 49.1, bancho score 27.5; reliability 0.887, activity 0.942, provisional",{}
Isak-,,,45.56,,42.47,84.06,0.8875,0.942,41.67,True,49.84,2,156.0,"Isak- scores 41.67 with consistency score 84.1, bancho score 45.6, recent tournament form 42.5; reliability 0.887, activity 0.942, provisional",{}
Rosemi Lovelock,,,35.36,,41.86,83.73,0.8875,0.9597,41.64,True,48.89,2,93.0,"Rosemi Lovelock scores 41.64 with consistency score 83.7, recent tournament form 41.9, bancho score 35.4; reliability 0.887, activity 0.960, provisional",{}
minefieldsurfer,,,44.82,,42.93,97.96,0.8688,0.9475,41.63,True,50.57,1,134.0,"minefieldsurfer scores 41.63 with consistency score 98.0, bancho score 44.8, recent tournament form 42.9; reliability 0.869, activity 0.948, provisional",{}
junamat,,,36.72,,43.6,92.16,0.8875,0.9418,41.6,True,49.77,2,157.0,"junamat scores 41.60 with consistency score 92.2, recent tournament form 43.6, bancho score 36.7; reliability 0.887, activity 0.942, provisional",{}
Kalanluu,,,27.72,,50.44,78.75,0.8875,0.942,41.59,True,49.74,2,156.0,"Kalanluu scores 41.59 with consistency score 78.8, recent tournament form 50.4, bancho score 27.7; reliability 0.887, activity 0.942, provisional",{}
Tartis,,,45.88,,49.93,97.17,0.8688,0.9201,41.58,True,52.02,1,289.0,"Tartis scores 41.58 with consistency score 97.2, recent tournament form 49.9, bancho score 45.9; reliability 0.869, activity 0.920, provisional",{}
nuxx,,,44.54,,52.86,86.07,0.8688,0.9209,41.55,True,51.94,1,282.0,"nuxx scores 41.55 with consistency score 86.1, recent tournament form 52.9, bancho score 44.5; reliability 0.869, activity 0.921, provisional",{}
antonyw,,,23.62,,42.33,94.21,0.9062,0.9437,41.53,False,48.57,3,149.0,"antonyw scores 41.53 with consistency score 94.2, recent tournament form 42.3, bancho score 23.6; reliability 0.906, activity 0.944",{}
Arnold24x24,,,64.01,,31.96,86.67,0.8875,0.9457,41.42,True,49.35,2,141.0,"Arnold24x24 scores 41.42 with consistency score 86.7, bancho score 64.0, recent tournament form 32.0; reliability 0.887, activity 0.946, provisional",{}
Orkay,,,36.68,,43.0,89.88,0.8875,0.942,41.41,True,49.53,2,156.0,"Orkay scores 41.41 with consistency score 89.9, recent tournament form 43.0, bancho score 36.7; reliability 0.887, activity 0.942, provisional",{}
Flameztear,,,48.07,,48.16,74.49,0.8875,0.9201,41.4,True,50.7,2,289.0,"Flameztear scores 41.40 with consistency score 74.5, recent tournament form 48.2, bancho score 48.1; reliability 0.887, activity 0.920, provisional",{}
Dawnwing,,,36.97,,40.25,81.17,0.9062,0.9407,41.4,False,48.57,3,162.0,"Dawnwing scores 41.40 with consistency score 81.2, recent tournament form 40.2, bancho score 37.0; reliability 0.906, activity 0.941",{}
arbusion,,,38.97,,53.67,92.41,0.8688,0.9167,41.39,True,51.97,1,322.0,"arbusion scores 41.39 with consistency score 92.4, recent tournament form 53.7, bancho score 39.0; reliability 0.869, activity 0.917, provisional",{}
enri,,,71.06,,49.19,25.0,0.8688,0.9475,41.38,True,50.27,1,134.0,"enri scores 41.38 with bancho score 71.1, recent tournament form 49.2, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
Grippeh,,,32.6,,44.53,89.15,0.8875,0.942,41.36,True,49.47,2,156.0,"Grippeh scores 41.36 with consistency score 89.2, recent tournament form 44.5, bancho score 32.6; reliability 0.887, activity 0.942, provisional",{}
BlankTap,,,23.33,,41.94,96.07,0.8875,0.9597,41.36,True,48.56,2,93.0,"BlankTap scores 41.36 with consistency score 96.1, recent tournament form 41.9, bancho score 23.3; reliability 0.887, activity 0.960, provisional",{}
Tofy,,,49.87,,37.01,92.22,0.8875,0.9407,41.33,True,49.5,2,162.0,"Tofy scores 41.33 with consistency score 92.2, bancho score 49.9, recent tournament form 37.0; reliability 0.887, activity 0.941, provisional",{}
Lightningfox,,,21.89,,48.72,88.93,0.8875,0.942,41.33,True,49.44,2,156.0,"Lightningfox scores 41.33 with consistency score 88.9, recent tournament form 48.7, bancho score 21.9; reliability 0.887, activity 0.942, provisional",{}
bananachi,,,57.2,,37.3,78.82,0.8875,0.9404,41.29,True,49.48,2,163.0,"bananachi scores 41.29 with consistency score 78.8, bancho score 57.2, recent tournament form 37.3; reliability 0.887, activity 0.940, provisional",{}
Suyong_,,,63.61,,51.87,25.0,0.8688,0.9454,41.24,True,50.21,1,142.0,"Suyong_ scores 41.24 with bancho score 63.6, recent tournament form 51.9, consistency score 25.0; reliability 0.869, activity 0.945, provisional",{}
perhap,,,25.43,,45.19,94.7,0.8875,0.9423,41.24,True,49.31,2,155.0,"perhap scores 41.24 with consistency score 94.7, recent tournament form 45.2, bancho score 25.4; reliability 0.887, activity 0.942, provisional",{}
GAO HAO,,,25.22,,44.52,93.36,0.8875,0.9457,41.2,True,49.09,2,141.0,"GAO HAO scores 41.20 with consistency score 93.4, recent tournament form 44.5, bancho score 25.2; reliability 0.887, activity 0.946, provisional",{}
hollowknees,,,32.81,,38.68,88.91,0.9062,0.9407,41.18,False,48.31,3,162.0,"hollowknees scores 41.18 with consistency score 88.9, recent tournament form 38.7, bancho score 32.8; reliability 0.906, activity 0.941",{}
Musty,,,39.93,,44.66,69.24,0.8875,0.9423,41.05,True,49.09,2,155.0,"Musty scores 41.05 with consistency score 69.2, recent tournament form 44.7, bancho score 39.9; reliability 0.887, activity 0.942, provisional",{}
fedotoff,,,52.8,,40.9,88.73,0.8875,0.918,41.01,True,50.34,2,309.0,"fedotoff scores 41.01 with consistency score 88.7, bancho score 52.8, recent tournament form 40.9; reliability 0.887, activity 0.918, provisional",{}
Agent5d,,,25.15,,47.88,81.9,0.9062,0.9202,41.01,False,49.18,3,288.0,"Agent5d scores 41.01 with consistency score 81.9, recent tournament form 47.9, bancho score 25.2; reliability 0.906, activity 0.920",{}
fragranceofpage,,,49.42,,71.06,25.0,0.85,0.9108,40.97,True,52.92,0,400.0,"fragranceofpage scores 40.97 with recent tournament form 71.1, bancho score 49.4, consistency score 25.0; reliability 0.850, activity 0.911, provisional",{}
Palodex,,,25.21,,43.9,94.13,0.8875,0.9418,40.96,True,49.0,2,157.0,"Palodex scores 40.96 with consistency score 94.1, recent tournament form 43.9, bancho score 25.2; reliability 0.887, activity 0.942, provisional",{}
Eirra,,,30.01,,50.99,81.85,0.8875,0.9193,40.95,True,50.19,2,296.0,"Eirra scores 40.95 with consistency score 81.8, recent tournament form 51.0, bancho score 30.0; reliability 0.887, activity 0.919, provisional",{}
Kehest,,,31.44,,37.76,87.72,0.9062,0.942,40.94,False,47.95,3,156.0,"Kehest scores 40.94 with consistency score 87.7, recent tournament form 37.8, bancho score 31.4; reliability 0.906, activity 0.942",{}
Doomsday fanboy,,,50.01,,70.62,25.0,0.85,0.9108,40.93,True,52.87,0,400.0,"Doomsday fanboy scores 40.93 with recent tournament form 70.6, bancho score 50.0, consistency score 25.0; reliability 0.850, activity 0.911, provisional",{}
[Karcher],,,62.38,,50.42,25.0,0.8688,0.9454,40.92,True,49.82,1,142.0,"[Karcher] scores 40.92 with bancho score 62.4, recent tournament form 50.4, consistency score 25.0; reliability 0.869, activity 0.945, provisional",{}
Eevert,,,37.54,,46.65,85.33,0.8875,0.9193,40.88,True,50.1,2,296.0,"Eevert scores 40.88 with consistency score 85.3, recent tournament form 46.6, bancho score 37.5; reliability 0.887, activity 0.919, provisional",{}
JackPaX,,,47.15,,39.73,88.75,0.8688,0.9475,40.88,True,49.66,1,134.0,"JackPaX scores 40.88 with consistency score 88.8, bancho score 47.2, recent tournament form 39.7; reliability 0.869, activity 0.948, provisional",{}
nemq,,,31.27,,47.7,91.1,0.8875,0.9193,40.87,True,50.1,2,296.0,"nemq scores 40.87 with consistency score 91.1, recent tournament form 47.7, bancho score 31.3; reliability 0.887, activity 0.919, provisional",{}
mint breeze,,,36.54,,43.79,77.05,0.8875,0.9389,40.86,True,49.03,2,170.0,"mint breeze scores 40.86 with consistency score 77.0, recent tournament form 43.8, bancho score 36.5; reliability 0.887, activity 0.939, provisional",{}
