username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
skia1,,,38.73,,36.93,93.78,0.8688,0.9457,37.78,True,45.98,1,141.0,"skia1 scores 37.78 with consistency score 93.8, bancho score 38.7, recent tournament form 36.9; reliability 0.869, activity 0.946, provisional",{}
Hana buys milk,,,43.81,,38.55,79.17,0.8688,0.9457,37.78,True,45.98,1,141.0,"Hana buys milk scores 37.78 with consistency score 79.2, bancho score 43.8, recent tournament form 38.5; reliability 0.869, activity 0.946, provisional",{}
shouponpon,,,38.35,,42.75,71.4,0.8688,0.9439,37.74,True,46.02,1,148.0,"shouponpon scores 37.74 with consistency score 71.4, recent tournament form 42.8, bancho score 38.4; reliability 0.869, activity 0.944, provisional",{}
Tutel,,,51.77,,39.44,63.41,0.8688,0.9425,37.72,True,46.06,1,154.0,"Tutel scores 37.72 with consistency score 63.4, bancho score 51.8, recent tournament form 39.4; reliability 0.869, activity 0.943, provisional",{}
ChillierPear,,,40.69,,46.4,50.0,0.8688,0.9497,37.59,True,45.56,1,126.0,"ChillierPear scores 37.59 with consistency score 50.0, recent tournament form 46.4, bancho score 40.7; reliability 0.869, activity 0.950, provisional",{}
Jitterish,,,35.15,,41.21,81.24,0.8688,0.9442,37.58,True,45.81,1,147.0,"Jitterish scores 37.58 with consistency score 81.2, recent tournament form 41.2, bancho score 35.1; reliability 0.869, activity 0.944, provisional",{}
viciobylike,,,46.86,,39.94,67.73,0.8688,0.9425,37.53,True,45.83,1,154.0,"viciobylike scores 37.53 with consistency score 67.7, bancho score 46.9, recent tournament form 39.9; reliability 0.869, activity 0.943, provisional",{}
Tebi,,,35.71,,42.37,74.94,0.8688,0.9425,37.41,True,45.69,1,154.0,"Tebi scores 37.41 with consistency score 74.9, recent tournament form 42.4, bancho score 35.7; reliability 0.869, activity 0.943, provisional",{}
mabayu,,,34.01,,41.63,79.89,0.8688,0.9425,37.32,True,45.58,1,154.0,"mabayu scores 37.32 with consistency score 79.9, recent tournament form 41.6, bancho score 34.0; reliability 0.869, activity 0.943, provisional",{}
MALTESER,,,59.41,,30.95,80.63,0.8688,0.9457,37.28,True,45.38,1,141.0,"MALTESER scores 37.28 with consistency score 80.6, bancho score 59.4, recent tournament form 30.9; reliability 0.869, activity 0.946, provisional",{}
Clutch,,,40.5,,37.79,82.73,0.8688,0.9439,37.11,True,45.26,1,148.0,"Clutch scores 37.11 with consistency score 82.7, bancho score 40.5, recent tournament form 37.8; reliability 0.869, activity 0.944, provisional",{}
ZeitFrost,,,37.92,,40.04,76.3,0.8688,0.9475,37.06,True,45.02,1,134.0,"ZeitFrost scores 37.06 with consistency score 76.3, recent tournament form 40.0, bancho score 37.9; reliability 0.869, activity 0.948, provisional",{}
5joshi,,,34.95,,48.29,50.0,0.8688,0.9409,37.04,True,45.31,1,161.0,"5joshi scores 37.04 with consistency score 50.0, recent tournament form 48.3, bancho score 34.9; reliability 0.869, activity 0.941, provisional",{}
duke,,,33.84,,39.51,86.17,0.8688,0.9423,37.01,True,45.2,1,155.0,"duke scores 37.01 with consistency score 86.2, recent tournament form 39.5, bancho score 33.8; reliability 0.869, activity 0.942, provisional",{}
Lantis,,,38.19,,38.34,83.21,0.8688,0.9439,36.99,True,45.1,1,148.0,"Lantis scores 36.99 with consistency score 83.2, recent tournament form 38.3, bancho score 38.2; reliability 0.869, activity 0.944, provisional",{}
Mornis,,,39.9,,46.11,50.0,0.8688,0.9409,36.94,True,45.2,1,161.0,"Mornis scores 36.94 with consistency score 50.0, recent tournament form 46.1, bancho score 39.9; reliability 0.869, activity 0.941, provisional",{}
MiguisXD,,,33.89,,37.14,94.86,0.8688,0.9425,36.93,True,45.1,1,154.0,"MiguisXD scores 36.93 with consistency score 94.9, recent tournament form 37.1, bancho score 33.9; reliability 0.869, activity 0.943, provisional",{}
Skrowell,,,51.06,,32.46,84.69,0.8688,0.9459,36.88,True,44.88,1,140.0,"Skrowell scores 36.88 with consistency score 84.7, bancho score 51.1, recent tournament form 32.5; reliability 0.869, activity 0.946, provisional",{}
Hober38,,,45.61,,32.65,91.29,0.8688,0.9457,36.71,True,44.68,1,141.0,"Hober38 scores 36.71 with consistency score 91.3, bancho score 45.6, recent tournament form 32.6; reliability 0.869, activity 0.946, provisional",{}
hosesan1020,,,37.15,,38.74,81.0,0.8688,0.9439,36.7,True,44.76,1,148.0,"hosesan1020 scores 36.70 with consistency score 81.0, recent tournament form 38.7, bancho score 37.1; reliability 0.869, activity 0.944, provisional",{}
danialinoo,,,39.49,,41.68,64.41,0.8688,0.9425,36.52,True,44.59,1,154.0,"danialinoo scores 36.52 with consistency score 64.4, recent tournament form 41.7, bancho score 39.5; reliability 0.869, activity 0.943, provisional",{}
MYKEYBOARD,,,49.37,,34.39,76.17,0.8688,0.9475,36.51,True,44.35,1,134.0,"MYKEYBOARD scores 36.51 with consistency score 76.2, bancho score 49.4, recent tournament form 34.4; reliability 0.869, activity 0.948, provisional",{}
NO37,,,31.16,,42.44,72.49,0.8688,0.9457,36.36,True,44.26,1,141.0,"NO37 scores 36.36 with consistency score 72.5, recent tournament form 42.4, bancho score 31.2; reliability 0.869, activity 0.946, provisional",{}
Gonzah,,,52.69,,37.67,57.05,0.8688,0.9457,36.35,True,44.25,1,141.0,"Gonzah scores 36.35 with consistency score 57.0, bancho score 52.7, recent tournament form 37.7; reliability 0.869, activity 0.946, provisional",{}
lystia,,,36.15,,37.95,82.23,0.8688,0.9457,36.34,True,44.22,1,141.0,"lystia scores 36.34 with consistency score 82.2, recent tournament form 38.0, bancho score 36.2; reliability 0.869, activity 0.946, provisional",{}
Nekkid,,,43.0,,43.42,50.0,0.8688,0.9409,36.23,True,44.31,1,161.0,"Nekkid scores 36.23 with consistency score 50.0, recent tournament form 43.4, bancho score 43.0; reliability 0.869, activity 0.941, provisional",{}
El Milanga,,,38.16,,45.35,50.0,0.8688,0.9409,36.22,True,44.31,1,161.0,"El Milanga scores 36.22 with consistency score 50.0, recent tournament form 45.4, bancho score 38.2; reliability 0.869, activity 0.941, provisional",{}
Hanori,,,32.39,,47.36,50.0,0.8688,0.9409,36.07,True,44.13,1,161.0,"Hanori scores 36.07 with consistency score 50.0, recent tournament form 47.4, bancho score 32.4; reliability 0.869, activity 0.941, provisional",{}
Aotoleen,,,31.88,,38.85,83.58,0.8688,0.9439,36.03,True,43.94,1,148.0,"Aotoleen scores 36.03 with consistency score 83.6, recent tournament form 38.9, bancho score 31.9; reliability 0.869, activity 0.944, provisional",{}
AlexBelea,,,34.63,,38.78,79.46,0.8688,0.9439,36.03,True,43.94,1,148.0,"AlexBelea scores 36.03 with consistency score 79.5, recent tournament form 38.8, bancho score 34.6; reliability 0.869, activity 0.944, provisional",{}
Thatnoobguy,,,37.09,,39.43,72.88,0.8688,0.9439,36.03,True,43.93,1,148.0,"Thatnoobguy scores 36.03 with consistency score 72.9, recent tournament form 39.4, bancho score 37.1; reliability 0.869, activity 0.944, provisional",{}
hollowknees,,,32.8,,41.35,71.96,0.8688,0.9425,35.96,True,43.92,1,154.0,"hollowknees scores 35.96 with consistency score 72.0, recent tournament form 41.4, bancho score 32.8; reliability 0.869, activity 0.943, provisional",{}
iamVill,,,35.01,,46.07,50.0,0.8688,0.9404,35.94,True,43.98,1,163.0,"iamVill scores 35.94 with consistency score 50.0, recent tournament form 46.1, bancho score 35.0; reliability 0.869, activity 0.940, provisional",{}
My Angel Adry,,,28.13,,41.61,78.07,0.8688,0.9425,35.92,True,43.87,1,154.0,"My Angel Adry scores 35.92 with consistency score 78.1, recent tournament form 41.6, bancho score 28.1; reliability 0.869, activity 0.943, provisional",{}
antonyw,,,23.17,,45.03,70.64,0.8688,0.9457,35.83,True,43.61,1,141.0,"antonyw scores 35.83 with consistency score 70.6, recent tournament form 45.0, bancho score 23.2; reliability 0.869, activity 0.946, provisional",{}
perhap,,,25.49,,41.02,82.97,0.8688,0.9442,35.78,True,43.61,1,147.0,"perhap scores 35.78 with consistency score 83.0, recent tournament form 41.0, bancho score 25.5; reliability 0.869, activity 0.944, provisional",{}
flyond,,,26.53,,48.37,50.0,0.8688,0.9409,35.41,True,43.32,1,161.0,"flyond scores 35.41 with consistency score 50.0, recent tournament form 48.4, bancho score 26.5; reliability 0.869, activity 0.941, provisional",{}
GNX,,,46.13,,33.19,78.09,0.8688,0.9439,35.37,True,43.13,1,148.0,"GNX scores 35.37 with consistency score 78.1, bancho score 46.1, recent tournament form 33.2; reliability 0.869, activity 0.944, provisional",{}
NO67,,,27.56,,39.69,81.12,0.8688,0.9439,35.28,True,43.03,1,148.0,"NO67 scores 35.28 with consistency score 81.1, recent tournament form 39.7, bancho score 27.6; reliability 0.869, activity 0.944, provisional",{}
z980838928,,,36.04,,37.26,76.5,0.8688,0.9457,35.26,True,42.91,1,141.0,"z980838928 scores 35.26 with consistency score 76.5, recent tournament form 37.3, bancho score 36.0; reliability 0.869, activity 0.946, provisional",{}
siiphs,,,35.2,,39.77,67.69,0.8688,0.9457,35.24,True,42.89,1,141.0,"siiphs scores 35.24 with consistency score 67.7, recent tournament form 39.8, bancho score 35.2; reliability 0.869, activity 0.946, provisional",{}
Lightningfox,,,21.94,,45.67,65.67,0.8688,0.9439,35.22,True,42.95,1,148.0,"Lightningfox scores 35.22 with consistency score 65.7, recent tournament form 45.7, bancho score 21.9; reliability 0.869, activity 0.944, provisional",{}
baoo,,,38.71,,42.67,50.0,0.8688,0.9404,34.99,True,42.82,1,163.0,"baoo scores 34.99 with consistency score 50.0, recent tournament form 42.7, bancho score 38.7; reliability 0.869, activity 0.940, provisional",{}
Tofy,,,49.92,,33.06,69.43,0.8688,0.9425,34.93,True,42.66,1,154.0,"Tofy scores 34.93 with consistency score 69.4, bancho score 49.9, recent tournament form 33.1; reliability 0.869, activity 0.943, provisional",{}
marbl,,,38.42,,39.7,60.84,0.8688,0.9437,34.92,True,42.59,1,149.0,"marbl scores 34.92 with consistency score 60.8, recent tournament form 39.7, bancho score 38.4; reliability 0.869, activity 0.944, provisional",{}
ItzZeroIce,,,30.97,,39.29,74.58,0.8688,0.9425,34.9,True,42.62,1,154.0,"ItzZeroIce scores 34.90 with consistency score 74.6, recent tournament form 39.3, bancho score 31.0; reliability 0.869, activity 0.943, provisional",{}
capybaras,,,41.02,,29.44,97.22,0.8688,0.9439,34.87,True,42.52,1,148.0,"capybaras scores 34.87 with consistency score 97.2, bancho score 41.0, recent tournament form 29.4; reliability 0.869, activity 0.944, provisional",{}
G e n g a o z o,,,36.68,,34.17,83.29,0.8688,0.9497,34.84,True,42.22,1,126.0,"G e n g a o z o scores 34.84 with consistency score 83.3, bancho score 36.7, recent tournament form 34.2; reliability 0.869, activity 0.950, provisional",{}
Fejlan,,,23.43,,41.89,74.94,0.8688,0.9439,34.79,True,42.42,1,148.0,"Fejlan scores 34.79 with consistency score 74.9, recent tournament form 41.9, bancho score 23.4; reliability 0.869, activity 0.944, provisional",{}
Orkay,,,36.72,,37.04,72.96,0.8688,0.9439,34.77,True,42.4,1,148.0,"Orkay scores 34.77 with consistency score 73.0, recent tournament form 37.0, bancho score 36.7; reliability 0.869, activity 0.944, provisional",{}
BELLOFIGO,,,40.28,,41.66,50.0,0.8688,0.9393,34.76,True,42.59,1,168.0,"BELLOFIGO scores 34.76 with consistency score 50.0, recent tournament form 41.7, bancho score 40.3; reliability 0.869, activity 0.939, provisional",{}
P r a h,,,25.48,,37.34,89.77,0.8688,0.9425,34.73,True,42.41,1,154.0,"P r a h scores 34.73 with consistency score 89.8, recent tournament form 37.3, bancho score 25.5; reliability 0.869, activity 0.943, provisional",{}
Grippeh,,,32.63,,37.63,76.02,0.8688,0.9439,34.63,True,42.23,1,148.0,"Grippeh scores 34.63 with consistency score 76.0, recent tournament form 37.6, bancho score 32.6; reliability 0.869, activity 0.944, provisional",{}
Meower,,,38.61,,41.9,50.0,0.8688,0.9407,34.6,True,42.33,1,162.0,"Meower scores 34.60 with consistency score 50.0, recent tournament form 41.9, bancho score 38.6; reliability 0.869, activity 0.941, provisional",{}
EVIL BALNER,,,34.87,,43.37,50.0,0.8688,0.9409,34.59,True,42.31,1,161.0,"EVIL BALNER scores 34.59 with consistency score 50.0, recent tournament form 43.4, bancho score 34.9; reliability 0.869, activity 0.941, provisional",{}
dracoria,,,29.97,,37.64,79.31,0.8688,0.9425,34.47,True,42.09,1,154.0,"dracoria scores 34.47 with consistency score 79.3, recent tournament form 37.6, bancho score 30.0; reliability 0.869, activity 0.943, provisional",{}
Eagle5324,,,45.56,,33.14,72.28,0.8688,0.9425,34.46,True,42.08,1,154.0,"Eagle5324 scores 34.46 with consistency score 72.3, bancho score 45.6, recent tournament form 33.1; reliability 0.869, activity 0.943, provisional",{}
HUNDUR,,,47.94,,34.08,62.01,0.8688,0.9457,34.24,True,41.67,1,141.0,"HUNDUR scores 34.24 with consistency score 62.0, bancho score 47.9, recent tournament form 34.1; reliability 0.869, activity 0.946, provisional",{}
tomadoi,,,31.08,,37.93,72.96,0.8688,0.9439,34.09,True,41.58,1,148.0,"tomadoi scores 34.09 with consistency score 73.0, recent tournament form 37.9, bancho score 31.1; reliability 0.869, activity 0.944, provisional",{}
YokesPai,,,26.76,,41.75,63.11,0.8688,0.9457,33.98,True,41.35,1,141.0,"YokesPai scores 33.98 with consistency score 63.1, recent tournament form 41.8, bancho score 26.8; reliability 0.869, activity 0.946, provisional",{}
lolol234,,,34.44,,38.99,61.42,0.8688,0.9457,33.92,True,41.29,1,141.0,"lolol234 scores 33.92 with consistency score 61.4, recent tournament form 39.0, bancho score 34.4; reliability 0.869, activity 0.946, provisional",{}
nooneloves,,,47.13,,37.09,50.0,0.8688,0.9409,33.91,True,41.48,1,161.0,"nooneloves scores 33.91 with consistency score 50.0, bancho score 47.1, recent tournament form 37.1; reliability 0.869, activity 0.941, provisional",{}
Kotsik,,,51.63,,35.24,50.0,0.8688,0.9409,33.88,True,41.45,1,161.0,"Kotsik scores 33.88 with bancho score 51.6, consistency score 50.0, recent tournament form 35.2; reliability 0.869, activity 0.941, provisional",{}
Hibiki,,,33.26,,42.09,50.0,0.8688,0.9409,33.64,True,41.15,1,161.0,"Hibiki scores 33.64 with consistency score 50.0, recent tournament form 42.1, bancho score 33.3; reliability 0.869, activity 0.941, provisional",{}
melwem,,,35.47,,31.3,87.1,0.8688,0.9439,33.43,True,40.77,1,148.0,"melwem scores 33.43 with consistency score 87.1, bancho score 35.5, recent tournament form 31.3; reliability 0.869, activity 0.944, provisional",{}
MyAimPeeps,,,33.7,,41.44,50.0,0.8688,0.9409,33.4,True,40.86,1,161.0,"MyAimPeeps scores 33.40 with consistency score 50.0, recent tournament form 41.4, bancho score 33.7; reliability 0.869, activity 0.941, provisional",{}
Kuronora,,,35.42,,40.56,50.0,0.8688,0.9407,33.3,True,40.74,1,162.0,"Kuronora scores 33.30 with consistency score 50.0, recent tournament form 40.6, bancho score 35.4; reliability 0.869, activity 0.941, provisional",{}
Teppi Fangirl,,,22.38,,41.19,66.76,0.8688,0.9439,33.22,True,40.5,1,148.0,"Teppi Fangirl scores 33.22 with consistency score 66.8, recent tournament form 41.2, bancho score 22.4; reliability 0.869, activity 0.944, provisional",{}
big snag,,,48.64,,23.75,91.9,0.8688,0.9494,33.08,True,40.11,1,127.0,"big snag scores 33.08 with consistency score 91.9, bancho score 48.6, recent tournament form 23.8; reliability 0.869, activity 0.949, provisional",{}
ming0328ming,,,34.91,,40.27,50.0,0.8688,0.9409,33.06,True,40.45,1,161.0,"ming0328ming scores 33.06 with consistency score 50.0, recent tournament form 40.3, bancho score 34.9; reliability 0.869, activity 0.941, provisional",{}
miinr,,,38.03,,31.37,79.68,0.8688,0.9425,33.0,True,40.31,1,154.0,"miinr scores 33.00 with consistency score 79.7, bancho score 38.0, recent tournament form 31.4; reliability 0.869, activity 0.943, provisional",{}
Big Yikes,,,32.11,,41.09,50.0,0.8688,0.9407,32.91,True,40.26,1,162.0,"Big Yikes scores 32.91 with consistency score 50.0, recent tournament form 41.1, bancho score 32.1; reliability 0.869, activity 0.941, provisional",{}
Pregnancy,,,38.12,,38.34,50.0,0.8688,0.9409,32.74,True,40.05,1,161.0,"Pregnancy scores 32.74 with consistency score 50.0, recent tournament form 38.3, bancho score 38.1; reliability 0.869, activity 0.941, provisional",{}
thebeastjona,,,40.9,,36.9,50.0,0.8688,0.9404,32.56,True,39.85,1,163.0,"thebeastjona scores 32.56 with consistency score 50.0, bancho score 40.9, recent tournament form 36.9; reliability 0.869, activity 0.940, provisional",{}
junamat,,,36.77,,29.61,83.93,0.8688,0.9437,32.45,True,39.58,1,149.0,"junamat scores 32.45 with consistency score 83.9, bancho score 36.8, recent tournament form 29.6; reliability 0.869, activity 0.944, provisional",{}
steamhappy,,,23.05,,40.09,62.74,0.8688,0.9478,32.44,True,39.39,1,133.0,"steamhappy scores 32.44 with consistency score 62.7, recent tournament form 40.1, bancho score 23.0; reliability 0.869, activity 0.948, provisional",{}
xXChokgamerXx,,,25.91,,36.99,70.8,0.8688,0.9457,32.39,True,39.43,1,141.0,"xXChokgamerXx scores 32.39 with consistency score 70.8, recent tournament form 37.0, bancho score 25.9; reliability 0.869, activity 0.946, provisional",{}
smashcae,,,25.62,,33.6,85.63,0.8688,0.9425,32.38,True,39.55,1,154.0,"smashcae scores 32.38 with consistency score 85.6, recent tournament form 33.6, bancho score 25.6; reliability 0.869, activity 0.943, provisional",{}
Amuro,,,33.45,,32.84,75.33,0.8688,0.9425,32.28,True,39.43,1,154.0,"Amuro scores 32.28 with consistency score 75.3, bancho score 33.4, recent tournament form 32.8; reliability 0.869, activity 0.943, provisional",{}
supergirl,,,29.73,,29.76,93.14,0.8688,0.9425,32.23,True,39.36,1,154.0,"supergirl scores 32.23 with consistency score 93.1, recent tournament form 29.8, bancho score 29.7; reliability 0.869, activity 0.943, provisional",{}
Another Guy,,,33.63,,39.07,50.0,0.8688,0.9404,32.2,True,39.41,1,163.0,"Another Guy scores 32.20 with consistency score 50.0, recent tournament form 39.1, bancho score 33.6; reliability 0.869, activity 0.940, provisional",{}
pii,,,42.59,,28.66,75.63,0.8688,0.9442,32.12,True,39.15,1,147.0,"pii scores 32.12 with consistency score 75.6, bancho score 42.6, recent tournament form 28.7; reliability 0.869, activity 0.944, provisional",{}
Gerard Way,,,29.38,,30.91,88.32,0.8688,0.9409,32.07,True,39.24,1,161.0,"Gerard Way scores 32.07 with consistency score 88.3, recent tournament form 30.9, bancho score 29.4; reliability 0.869, activity 0.941, provisional",{}
Ryuzaki,,,41.81,,25.59,87.71,0.8688,0.9423,31.87,True,38.93,1,155.0,"Ryuzaki scores 31.87 with consistency score 87.7, bancho score 41.8, recent tournament form 25.6; reliability 0.869, activity 0.942, provisional",{}
MejiroMcQueen,,,38.38,,30.79,71.81,0.8688,0.9439,31.86,True,38.85,1,148.0,"MejiroMcQueen scores 31.86 with consistency score 71.8, bancho score 38.4, recent tournament form 30.8; reliability 0.869, activity 0.944, provisional",{}
Chibi Maruko,,,28.56,,28.38,96.66,0.8688,0.9425,31.75,True,38.77,1,154.0,"Chibi Maruko scores 31.75 with consistency score 96.7, bancho score 28.6, recent tournament form 28.4; reliability 0.869, activity 0.943, provisional",{}
lifetime,,,42.45,,30.85,64.19,0.8688,0.9425,31.7,True,38.71,1,154.0,"lifetime scores 31.70 with consistency score 64.2, bancho score 42.5, recent tournament form 30.9; reliability 0.869, activity 0.943, provisional",{}
Endura,,,40.66,,34.38,50.0,0.8688,0.9497,31.58,True,38.27,1,126.0,"Endura scores 31.58 with consistency score 50.0, bancho score 40.7, recent tournament form 34.4; reliability 0.869, activity 0.950, provisional",{}
pr1mary,,,36.88,,30.92,70.93,0.8688,0.9457,31.57,True,38.43,1,141.0,"pr1mary scores 31.57 with consistency score 70.9, bancho score 36.9, recent tournament form 30.9; reliability 0.869, activity 0.946, provisional",{}
Teppi,,,26.75,,34.99,68.2,0.8688,0.9439,31.18,True,38.02,1,148.0,"Teppi scores 31.18 with consistency score 68.2, recent tournament form 35.0, bancho score 26.7; reliability 0.869, activity 0.944, provisional",{}
MRB,,,19.78,,42.29,50.0,0.8688,0.9409,31.06,True,38.0,1,161.0,"MRB scores 31.06 with consistency score 50.0, recent tournament form 42.3, bancho score 19.8; reliability 0.869, activity 0.941, provisional",{}
Birchman,,,28.91,,33.98,66.09,0.8688,0.9478,30.98,True,37.62,1,133.0,"Birchman scores 30.98 with consistency score 66.1, recent tournament form 34.0, bancho score 28.9; reliability 0.869, activity 0.948, provisional",{}
trushpack,,,35.83,,35.16,50.0,0.8688,0.9409,30.71,True,37.57,1,161.0,"trushpack scores 30.71 with consistency score 50.0, bancho score 35.8, recent tournament form 35.2; reliability 0.869, activity 0.941, provisional",{}
Ravexi,,,38.89,,28.15,72.1,0.8688,0.9425,30.64,True,37.41,1,154.0,"Ravexi scores 30.64 with consistency score 72.1, bancho score 38.9, recent tournament form 28.1; reliability 0.869, activity 0.943, provisional",{}
robotonic,,,39.84,,22.6,92.12,0.8688,0.9439,30.6,True,37.31,1,148.0,"robotonic scores 30.60 with consistency score 92.1, bancho score 39.8, recent tournament form 22.6; reliability 0.869, activity 0.944, provisional",{}
Polle,,,31.03,,36.49,50.0,0.8688,0.9404,30.4,True,37.21,1,163.0,"Polle scores 30.40 with consistency score 50.0, recent tournament form 36.5, bancho score 31.0; reliability 0.869, activity 0.940, provisional",{}
EPEMA,,,29.09,,37.21,50.0,0.8688,0.9409,30.39,True,37.18,1,161.0,"EPEMA scores 30.39 with consistency score 50.0, recent tournament form 37.2, bancho score 29.1; reliability 0.869, activity 0.941, provisional",{}
AHotDawg,,,30.52,,27.95,84.35,0.8688,0.9425,30.39,True,37.12,1,154.0,"AHotDawg scores 30.39 with consistency score 84.3, bancho score 30.5, recent tournament form 27.9; reliability 0.869, activity 0.943, provisional",{}
[MG]-iky-,,,37.0,,20.95,99.03,0.8688,0.9425,30.03,True,36.67,1,154.0,"[MG]-iky- scores 30.03 with consistency score 99.0, bancho score 37.0, recent tournament form 20.9; reliability 0.869, activity 0.943, provisional",{}
Palodex,,,25.27,,33.33,67.79,0.8688,0.9437,30.0,True,36.6,1,149.0,"Palodex scores 30.00 with consistency score 67.8, recent tournament form 33.3, bancho score 25.3; reliability 0.869, activity 0.944, provisional",{}
Vinnie,,,24.83,,37.17,50.0,0.8688,0.9409,29.53,True,36.12,1,161.0,"Vinnie scores 29.53 with consistency score 50.0, recent tournament form 37.2, bancho score 24.8; reliability 0.869, activity 0.941, provisional",{}
_Kasaezic,,,33.33,,33.78,50.0,0.8688,0.9404,29.52,True,36.13,1,163.0,"_Kasaezic scores 29.52 with consistency score 50.0, recent tournament form 33.8, bancho score 33.3; reliability 0.869, activity 0.940, provisional",{}
Alice Carroll,,,40.88,,23.4,77.52,0.8688,0.9425,29.34,True,35.84,1,154.0,"Alice Carroll scores 29.34 with consistency score 77.5, bancho score 40.9, recent tournament form 23.4; reliability 0.869, activity 0.943, provisional",{}
Burning John,,,35.03,,26.31,74.52,0.8688,0.9425,29.26,True,35.73,1,154.0,"Burning John scores 29.26 with consistency score 74.5, bancho score 35.0, recent tournament form 26.3; reliability 0.869, activity 0.943, provisional",{}
tgnalice,,,36.89,,31.34,50.0,0.8688,0.9407,29.02,True,35.51,1,162.0,"tgnalice scores 29.02 with consistency score 50.0, bancho score 36.9, recent tournament form 31.3; reliability 0.869, activity 0.941, provisional",{}
pawb,,,42.64,,21.26,79.83,0.8688,0.9442,28.97,True,35.32,1,147.0,"pawb scores 28.97 with consistency score 79.8, bancho score 42.6, recent tournament form 21.3; reliability 0.869, activity 0.944, provisional",{}
PeterPen,,,36.67,,30.49,50.0,0.8688,0.9407,28.56,True,34.94,1,162.0,"PeterPen scores 28.56 with consistency score 50.0, bancho score 36.7, recent tournament form 30.5; reliability 0.869, activity 0.941, provisional",{}
Moonlit111,,,33.06,,27.08,67.11,0.8688,0.9457,28.42,True,34.6,1,141.0,"Moonlit111 scores 28.42 with consistency score 67.1, bancho score 33.1, recent tournament form 27.1; reliability 0.869, activity 0.946, provisional",{}
CRIMEA,,,40.46,,28.63,50.0,0.8688,0.9409,28.4,True,34.74,1,161.0,"CRIMEA scores 28.40 with consistency score 50.0, bancho score 40.5, recent tournament form 28.6; reliability 0.869, activity 0.941, provisional",{}
LittleFede,,,38.27,,29.48,50.0,0.8688,0.9409,28.38,True,34.72,1,161.0,"LittleFede scores 28.38 with consistency score 50.0, bancho score 38.3, recent tournament form 29.5; reliability 0.869, activity 0.941, provisional",{}
Vo Hieu Grape,,,24.79,,34.36,50.0,0.8688,0.9404,28.11,True,34.41,1,163.0,"Vo Hieu Grape scores 28.11 with consistency score 50.0, recent tournament form 34.4, bancho score 24.8; reliability 0.869, activity 0.940, provisional",{}
MyAngelRasseru,,,,,21.19,86.3,0.8688,0.9425,28.01,True,34.21,1,154.0,"MyAngelRasseru scores 28.01 with consistency score 86.3, recent tournament form 21.2; reliability 0.869, activity 0.943, provisional",{}
mads,,,41.93,,27.19,50.0,0.8688,0.9393,27.92,True,34.22,1,168.0,"mads scores 27.92 with consistency score 50.0, bancho score 41.9, recent tournament form 27.2; reliability 0.869, activity 0.939, provisional",{}
daanit,,,34.62,,29.84,50.0,0.8688,0.9409,27.84,True,34.05,1,161.0,"daanit scores 27.84 with consistency score 50.0, bancho score 34.6, recent tournament form 29.8; reliability 0.869, activity 0.941, provisional",{}
FAW,,,25.02,,27.69,66.24,0.8688,0.9439,26.97,True,32.88,1,148.0,"FAW scores 26.97 with consistency score 66.2, recent tournament form 27.7, bancho score 25.0; reliability 0.869, activity 0.944, provisional",{}
Chiyuu,,,35.0,,22.89,68.37,0.8688,0.9425,26.79,True,32.72,1,154.0,"Chiyuu scores 26.79 with consistency score 68.4, bancho score 35.0, recent tournament form 22.9; reliability 0.869, activity 0.943, provisional",{}
the gloomist,,,32.6,,28.38,50.0,0.8688,0.9404,26.7,True,32.68,1,163.0,"the gloomist scores 26.70 with consistency score 50.0, bancho score 32.6, recent tournament form 28.4; reliability 0.869, activity 0.940, provisional",{}
m4rkvc,,,21.92,,32.26,50.0,0.8688,0.9423,26.56,True,32.44,1,155.0,"m4rkvc scores 26.56 with consistency score 50.0, recent tournament form 32.3, bancho score 21.9; reliability 0.869, activity 0.942, provisional",{}
Leftie,,,21.44,,30.12,50.0,0.8688,0.9409,25.36,True,31.03,1,161.0,"Leftie scores 25.36 with consistency score 50.0, recent tournament form 30.1, bancho score 21.4; reliability 0.869, activity 0.941, provisional",{}
Fo_Ka,,,29.59,,14.28,98.08,0.8688,0.9425,25.13,True,30.69,1,154.0,"Fo_Ka scores 25.13 with consistency score 98.1, bancho score 29.6, recent tournament form 14.3; reliability 0.869, activity 0.943, provisional",{}
nuthing,,,24.18,,16.23,96.04,0.8688,0.9409,24.73,True,30.25,1,161.0,"nuthing scores 24.73 with consistency score 96.0, bancho score 24.2, recent tournament form 16.2; reliability 0.869, activity 0.941, provisional",{}
Tsukime,,,32.66,,24.24,50.0,0.8688,0.9409,24.67,True,30.18,1,161.0,"Tsukime scores 24.67 with consistency score 50.0, bancho score 32.7, recent tournament form 24.2; reliability 0.869, activity 0.941, provisional",{}
Kenzol,,,19.25,,28.22,50.0,0.8688,0.9407,23.98,True,29.34,1,162.0,"Kenzol scores 23.98 with consistency score 50.0, recent tournament form 28.2, bancho score 19.2; reliability 0.869, activity 0.941, provisional",{}
Rhetoric,,,30.27,,12.3,94.76,0.8688,0.9457,23.95,True,29.15,1,141.0,"Rhetoric scores 23.95 with consistency score 94.8, bancho score 30.3, recent tournament form 12.3; reliability 0.869, activity 0.946, provisional",{}
