#REF!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,OWC 2025 Round of 16 ⬥ Performance Scores,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,#,,,player,pscore ▼,played,counted,avg. score*,avg. acc,highest score*,,,,,notes,,,
,,,,,,,,,,,,,,,,,,,,
,,★,#1,US:,,rektygon,1.926,6 / 7,6 / 11,"863,557",98.20%,,DT1,S,"993,143",,"• *all scores are normalized
     (mod multipliers removed)

• performance score takes into account relative
  scores and the amount of maps played
     (essentially 'match costs' for the entire round)

• star (★) = at least 70% participation",,,
,,★,#41,CA:,,Wanderio,1.333,5 / 5,5 / 11,"609,924",97.38%,,FM3,S,"945,949",,,,,
,,,#42,KR:,,Nopekjk,1.332,3 / 5,3 / 11,"712,202",97.16%,,NM4,S,"913,657",,,,,
,,,#43,US:,,WindowLife,1.332,4 / 7,4 / 11,"762,269",98.44%,,HR1,S,"958,975",,,,,
,,★,#44,FI:,,Xepei,1.332,5 / 6,5 / 11,"740,983",97.40%,,DT1,S,"977,643",,,,,
,,,#45,RU:,,desuqe,1.329,5 / 8,5 / 11,"674,906",96.75%,,FM3,S,"951,351",,,,,
,,,#46,TW:,,GAO HAO,1.320,3 / 5,3 / 11,"639,107",96.33%,,FM3,S,"946,581",,,,,
,,★,#47,CN:,,Crystal,1.318,6 / 8,6 / 11,"631,484",97.56%,,NM4,A,"779,895",,,,,
,,★,#48,AT:,,fedoragoose,1.311,6 / 6,6 / 11,"642,861",96.42%,,FM3, S ,"946,707",,,,,
,,★,#49,ES:,,ESCRUPULILLO,1.302,5 / 6,5 / 11,"643,119",96.31%,,DT2,S,"932,698",,,,,
,,★,#50,NO:,,antonyw,1.294,4 / 5,4 / 11,"611,160",98.25%,,HD2,A,"931,213",,,,,
,,★,#51,BR:,,Coreanmaluco,1.292,6 / 6,6 / 11,"586,935",97.10%,,NM1,A,"937,613",,,,,
,,★,#52,KZ:,,Ternafis,1.289,7 / 7,7 / 11,"569,907",97.11%,,HD2,A,"945,657",,,,,
,,,#53,GB:,,Plasma,1.286,5 / 8,5 / 11,"690,826",96.90%,,NM1,S,"985,348",,,,,
,,★,#54,NZ:,,ozbert,1.282,8 / 8,8 / 11,"646,043",95.56%,,NM1,S,"927,931",,,,,
,,,#55,PL:,,Kosiarek,1.279,3 / 6,3 / 11,"654,108",96.19%,,DT3,S,"889,525",,,,,
,,★,#56,US:,,Pezz,1.273,5 / 7,5 / 11,"617,647",97.75%,,DT1,S,"989,598",,,,,
,,★,#57,TW:,,Ruyaya,1.264,4 / 5,4 / 11,"559,479",96.16%,,FM3, S ,"823,828",,,,,
,,★,#58,FR:,,Hifkil,1.263,5 / 7,5 / 11,"655,903",98.23%,,DT1,S,"979,089",,,,,
,,★,#59,NZ:,,Saiyku,1.258,7 / 8,7 / 11,"690,407",97.57%,,NM2,S,"929,493",,,,,
,,,#60,SG:,,Cymango,1.257,4 / 6,4 / 11,"773,076",97.39%,,DT2,S,"931,232",,,,,
,,★,#61,IT:,,kusuriya,1.256,7 / 8,7 / 11,"569,857",96.06%,,HD2,A,"793,632",,,,,
,,★,#62,TR:,,Shinkiro,1.250,7 / 8,7 / 11,"579,058",96.78%,,NM4,S,"887,642",,,,,
,,★,#63,BR:,,-izzy,1.243,5 / 6,5 / 11,"602,426",96.51%,,FM3,S,"829,010",,,,,
,,★,#64,TH:,,-Kedama,1.243,8 / 9,8 / 11,"577,828",96.50%,,DT1,S,"972,722",,,,,
,,,#65,PL:,,evil grape,1.241,4 / 6,4 / 11,"667,719",96.41%,,NM2,S,"919,060",,,,,
,,,#66,RU:,,Lexu2S,1.232,4 / 8,4 / 11,"800,271",98.18%,,DT1,S,"985,123",,,,,
,,,#67,ID:,,lifeline,1.207,4 / 7,4 / 11,"712,593",96.57%,,DT1,S,"984,130",,,,,
,,★,#68,RU:,,gamer228666,1.204,6 / 8,6 / 11,"643,560",97.22%,,DT3,S,"866,807",,,,,
,,,#69,JP:,,RafuNa,1.197,2 / 9,2 / 11,"647,087",97.68%,,HR2,S,"955,820",,,,,
,,,#70,TH:,,Arz3,1.195,6 / 9,6 / 11,"580,268",97.21%,,NM3,S,"908,297",,,,,
,,★,#71,NO:,,NINERIK,1.190,4 / 5,4 / 11,"640,246",98.80%,,DT2,S,"986,978",,,,,
,,★,#72,AT:,,z9a,1.183,6 / 6,6 / 11,"584,088",97.13%,,NM2,A,"785,514",,,,,
,,,#73,SG:,,Dawnwing,1.183,4 / 6,4 / 11,"641,615",97.98%,,FM1,A,"771,419",,,,,
,,★,#74,NO:,,Melvr,1.181,5 / 5,5 / 11,"494,472",94.88%,,NM5,A,"724,388",,,,,
,,★,#75,ID:,,Hakui Koyori,1.178,6 / 7,6 / 11,"572,175",96.73%,,FM1,S,"903,449",,,,,
,,,#76,SE:,,Lightningfox,1.172,3 / 8,3 / 11,"646,179",96.05%,,FM2,A,"747,120",,,,,
,,,#77,KR:,,Suyong_,1.171,2 / 5,2 / 11,"745,524",97.19%,,NM3,S,"876,473",,,,,
,,★,#78,ID:,,Stixe,1.162,5 / 7,5 / 11,"590,642",97.17%,,DT2,S,"979,520",,,,,
