username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
thebeastjona,,,,,23.1,25.0,0.8688,0.9387,19.15,True,23.48,1,171.0,"thebeastjona scores 19.15 with consistency score 25.0, recent tournament form 23.1; reliability 0.869, activity 0.939, provisional",{}
UC2,,,,,23.71,25.0,0.8688,0.9154,19.06,True,23.97,1,337.0,"UC2 scores 19.06 with consistency score 25.0, recent tournament form 23.7; reliability 0.869, activity 0.915, provisional",{}
_fefe,,,,,24.52,25.0,0.85,0.9093,19.03,True,24.62,0,428.0,"_fefe scores 19.03 with consistency score 25.0, recent tournament form 24.5; reliability 0.850, activity 0.909, provisional",{}
stumphole145,,,,,23.66,25.0,0.8688,0.9153,19.03,True,23.93,1,338.0,"stumphole145 scores 19.03 with consistency score 25.0, recent tournament form 23.7; reliability 0.869, activity 0.915, provisional",{}
beea66,,,,,24.56,25.0,0.85,0.9079,19.02,True,24.65,0,457.0,"beea66 scores 19.02 with consistency score 25.0, recent tournament form 24.6; reliability 0.850, activity 0.908, provisional",{}
Goold,,,,,23.59,25.0,0.8688,0.9153,18.98,True,23.87,1,338.0,"Goold scores 18.98 with consistency score 25.0, recent tournament form 23.6; reliability 0.869, activity 0.915, provisional",{}
Caruma,,,,,22.05,25.0,0.8688,0.9577,18.84,True,22.64,1,99.0,"Caruma scores 18.84 with consistency score 25.0, recent tournament form 22.1; reliability 0.869, activity 0.958, provisional",{}
hedayo,,,,,23.3,25.0,0.8688,0.9147,18.79,True,23.64,1,345.0,"hedayo scores 18.79 with consistency score 25.0, recent tournament form 23.3; reliability 0.869, activity 0.915, provisional",{}
Leftie,,,,,22.46,25.0,0.8688,0.9391,18.74,True,22.97,1,169.0,"Leftie scores 18.74 with consistency score 25.0, recent tournament form 22.5; reliability 0.869, activity 0.939, provisional",{}
Vo Hieu Grape,,,,,22.12,25.0,0.8688,0.9387,18.51,True,22.7,1,171.0,"Vo Hieu Grape scores 18.51 with consistency score 25.0, recent tournament form 22.1; reliability 0.869, activity 0.939, provisional",{}
Surite,,,,,22.83,25.0,0.8688,0.9153,18.5,True,23.26,1,338.0,"Surite scores 18.50 with consistency score 25.0, recent tournament form 22.8; reliability 0.869, activity 0.915, provisional",{}
KittyLikeme,,,,,21.82,25.0,0.8688,0.9391,18.32,True,22.46,1,169.0,"KittyLikeme scores 18.32 with consistency score 25.0, recent tournament form 21.8; reliability 0.869, activity 0.939, provisional",{}
TEQUILA BABY,,,,,22.49,25.0,0.8688,0.9148,18.27,True,22.99,1,344.0,"TEQUILA BABY scores 18.27 with consistency score 25.0, recent tournament form 22.5; reliability 0.869, activity 0.915, provisional",{}
Alue,,,,,23.21,25.0,0.85,0.91,18.23,True,23.57,0,414.0,"Alue scores 18.23 with consistency score 25.0, recent tournament form 23.2; reliability 0.850, activity 0.910, provisional",{}
Phel,,,,,22.29,25.0,0.8688,0.9153,18.16,True,22.83,1,338.0,"Phel scores 18.16 with consistency score 25.0, recent tournament form 22.3; reliability 0.869, activity 0.915, provisional",{}
-Yeji,,,,,21.99,25.0,0.8688,0.9159,17.98,True,22.59,1,331.0,"-Yeji scores 17.98 with consistency score 25.0, recent tournament form 22.0; reliability 0.869, activity 0.916, provisional",{}
J1x,,,,,21.88,25.0,0.8688,0.9148,17.89,True,22.5,1,344.0,"J1x scores 17.89 with consistency score 25.0, recent tournament form 21.9; reliability 0.869, activity 0.915, provisional",{}
Tuffynut Latte,,,,,21.77,25.0,0.8688,0.9154,17.83,True,22.42,1,337.0,"Tuffynut Latte scores 17.83 with consistency score 25.0, recent tournament form 21.8; reliability 0.869, activity 0.915, provisional",{}
Jekuru,,,,,20.96,25.0,0.8688,0.9153,17.31,True,21.77,1,338.0,"Jekuru scores 17.31 with consistency score 25.0, recent tournament form 21.0; reliability 0.869, activity 0.915, provisional",{}
ExiaXD,,,,,20.32,25.0,0.8688,0.918,16.95,True,21.26,1,309.0,"ExiaXD scores 16.95 with consistency score 25.0, recent tournament form 20.3; reliability 0.869, activity 0.918, provisional",{}
meramin,,,,,19.7,25.0,0.8688,0.9391,16.94,True,20.76,1,169.0,"meramin scores 16.94 with consistency score 25.0, recent tournament form 19.7; reliability 0.869, activity 0.939, provisional",{}
mailman,,,,,20.26,25.0,0.8688,0.918,16.91,True,21.21,1,309.0,"mailman scores 16.91 with consistency score 25.0, recent tournament form 20.3; reliability 0.869, activity 0.918, provisional",{}
Not Mage,,,,,20.05,25.0,0.8688,0.9154,16.73,True,21.04,1,337.0,"Not Mage scores 16.73 with consistency score 25.0, recent tournament form 20.1; reliability 0.869, activity 0.915, provisional",{}
Azasapag,,,,,18.66,25.0,0.8688,0.9574,16.58,True,19.93,1,100.0,"Azasapag scores 16.58 with consistency score 25.0, recent tournament form 18.7; reliability 0.869, activity 0.957, provisional",{}
Riquiria,,,,,19.78,25.0,0.8688,0.9159,16.57,True,20.82,1,331.0,"Riquiria scores 16.57 with consistency score 25.0, recent tournament form 19.8; reliability 0.869, activity 0.916, provisional",{}
- PPKM -,,,,,19.72,25.0,0.8688,0.9158,16.53,True,20.78,1,332.0,"- PPKM - scores 16.53 with consistency score 25.0, recent tournament form 19.7; reliability 0.869, activity 0.916, provisional",{}
Ryuzaki,,,,,18.96,25.0,0.8688,0.9404,16.48,True,20.17,1,163.0,"Ryuzaki scores 16.48 with consistency score 25.0, recent tournament form 19.0; reliability 0.869, activity 0.940, provisional",{}
Polle,,,,,18.87,25.0,0.8688,0.9387,16.39,True,20.1,1,171.0,"Polle scores 16.39 with consistency score 25.0, recent tournament form 18.9; reliability 0.869, activity 0.939, provisional",{}
aconite,,,,,20.15,25.0,0.85,0.908,16.3,True,21.12,0,454.0,"aconite scores 16.30 with consistency score 25.0, recent tournament form 20.1; reliability 0.850, activity 0.908, provisional",{}
zebedee,,,,,19.28,25.0,0.8688,0.918,16.29,True,20.42,1,309.0,"zebedee scores 16.29 with consistency score 25.0, recent tournament form 19.3; reliability 0.869, activity 0.918, provisional",{}
rlsc1109,,,,,18.64,25.0,0.8688,0.9391,16.25,True,19.91,1,169.0,"rlsc1109 scores 16.25 with consistency score 25.0, recent tournament form 18.6; reliability 0.869, activity 0.939, provisional",{}
[MG]-iky-,,,,,18.4,25.0,0.8688,0.9407,16.12,True,19.72,1,162.0,"[MG]-iky- scores 16.12 with consistency score 25.0, recent tournament form 18.4; reliability 0.869, activity 0.941, provisional",{}
aurora on osu,,,,,19.53,25.0,0.85,0.91,15.95,True,20.62,0,414.0,"aurora on osu scores 15.95 with consistency score 25.0, recent tournament form 19.5; reliability 0.850, activity 0.910, provisional",{}
G4rdevoir,,,,,18.15,25.0,0.8688,0.9407,15.95,True,19.52,1,162.0,"G4rdevoir scores 15.95 with consistency score 25.0, recent tournament form 18.1; reliability 0.869, activity 0.941, provisional",{}
Wokki,,,,,18.37,25.0,0.85,0.9079,15.2,True,19.7,0,457.0,"Wokki scores 15.20 with consistency score 25.0, recent tournament form 18.4; reliability 0.850, activity 0.908, provisional",{}
Lineu,,,,,17.53,25.0,0.8688,0.9154,15.13,True,19.02,1,337.0,"Lineu scores 15.13 with consistency score 25.0, recent tournament form 17.5; reliability 0.869, activity 0.915, provisional",{}
Luccachu,,,,,17.4,25.0,0.8688,0.9154,15.05,True,18.92,1,337.0,"Luccachu scores 15.05 with consistency score 25.0, recent tournament form 17.4; reliability 0.869, activity 0.915, provisional",{}
Yoari,,,,,17.35,25.0,0.8688,0.9153,15.01,True,18.88,1,338.0,"Yoari scores 15.01 with consistency score 25.0, recent tournament form 17.4; reliability 0.869, activity 0.915, provisional",{}
HopeRaven,,,,,18.02,25.0,0.85,0.9079,14.98,True,19.42,0,457.0,"HopeRaven scores 14.98 with consistency score 25.0, recent tournament form 18.0; reliability 0.850, activity 0.908, provisional",{}
bob man,,,,,17.88,25.0,0.85,0.9093,14.92,True,19.3,0,428.0,"bob man scores 14.92 with consistency score 25.0, recent tournament form 17.9; reliability 0.850, activity 0.909, provisional",{}
Seija Kijin,,,,,16.79,25.0,0.8688,0.9193,14.72,True,18.43,1,296.0,"Seija Kijin scores 14.72 with consistency score 25.0, recent tournament form 16.8; reliability 0.869, activity 0.919, provisional",{}
Goodbye Brother,,,,,17.32,25.0,0.85,0.9079,14.55,True,18.86,0,457.0,"Goodbye Brother scores 14.55 with consistency score 25.0, recent tournament form 17.3; reliability 0.850, activity 0.908, provisional",{}
-warb-,,,,,16.57,25.0,0.8688,0.9153,14.52,True,18.26,1,338.0,"-warb- scores 14.52 with consistency score 25.0, recent tournament form 16.6; reliability 0.869, activity 0.915, provisional",{}
sph3re,,,,,17.05,25.0,0.85,0.9079,14.38,True,18.64,0,457.0,"sph3re scores 14.38 with consistency score 25.0, recent tournament form 17.1; reliability 0.850, activity 0.908, provisional",{}
ImTK,,,,,17.0,25.0,0.85,0.9079,14.35,True,18.6,0,457.0,"ImTK scores 14.35 with consistency score 25.0, recent tournament form 17.0; reliability 0.850, activity 0.908, provisional",{}
EyesNeverOpen,,,,,16.25,25.0,0.8688,0.9159,14.32,True,18.0,1,331.0,"EyesNeverOpen scores 14.32 with consistency score 25.0, recent tournament form 16.2; reliability 0.869, activity 0.916, provisional",{}
unmei,,,,,15.43,25.0,0.8688,0.9391,14.15,True,17.34,1,169.0,"unmei scores 14.15 with consistency score 25.0, recent tournament form 15.4; reliability 0.869, activity 0.939, provisional",{}
Jehn,,,,,15.7,25.0,0.8688,0.9158,13.97,True,17.56,1,332.0,"Jehn scores 13.97 with consistency score 25.0, recent tournament form 15.7; reliability 0.869, activity 0.916, provisional",{}
Shylily,,,,,16.15,25.0,0.85,0.908,13.83,True,17.92,0,454.0,"Shylily scores 13.83 with consistency score 25.0, recent tournament form 16.1; reliability 0.850, activity 0.908, provisional",{}
vdc,,,,,15.33,25.0,0.8688,0.9193,13.79,True,17.26,1,296.0,"vdc scores 13.79 with consistency score 25.0, recent tournament form 15.3; reliability 0.869, activity 0.919, provisional",{}
APTEM,,,,,13.53,25.0,0.8688,0.9391,12.91,True,15.82,1,169.0,"APTEM scores 12.91 with consistency score 25.0, recent tournament form 13.5; reliability 0.869, activity 0.939, provisional",{}
Nordkild,,,,,12.73,25.0,0.8688,0.9387,12.38,True,15.18,1,171.0,"Nordkild scores 12.38 with consistency score 25.0, recent tournament form 12.7; reliability 0.869, activity 0.939, provisional",{}
OG_PannuLappu,,,,,13.39,25.0,0.85,0.9079,12.13,True,15.71,0,457.0,"OG_PannuLappu scores 12.13 with consistency score 25.0, recent tournament form 13.4; reliability 0.850, activity 0.908, provisional",{}
Eunha,,,,,13.16,25.0,0.85,0.9093,12.0,True,15.53,0,428.0,"Eunha scores 12.00 with consistency score 25.0, recent tournament form 13.2; reliability 0.850, activity 0.909, provisional",{}
electrostrike,,,,,11.64,25.0,0.8688,0.9387,11.67,True,14.31,1,171.0,"electrostrike scores 11.67 with consistency score 25.0, recent tournament form 11.6; reliability 0.869, activity 0.939, provisional",{}
Fo_Ka,,,,,11.27,25.0,0.8688,0.9407,11.45,True,14.02,1,162.0,"Fo_Ka scores 11.45 with consistency score 25.0, recent tournament form 11.3; reliability 0.869, activity 0.941, provisional",{}
Cittas,,,,,11.12,25.0,0.8688,0.9376,11.32,True,13.9,1,176.0,"Cittas scores 11.32 with consistency score 25.0, recent tournament form 11.1; reliability 0.869, activity 0.938, provisional",{}
mads,,,,,10.83,25.0,0.8688,0.9376,11.13,True,13.66,1,176.0,"mads scores 11.13 with consistency score 25.0, recent tournament form 10.8; reliability 0.869, activity 0.938, provisional",{}
Abdulmalik,,,,,11.22,25.0,0.8688,0.9159,11.12,True,13.98,1,331.0,"Abdulmalik scores 11.12 with consistency score 25.0, recent tournament form 11.2; reliability 0.869, activity 0.916, provisional",{}
nuthing,,,,,8.5,25.0,0.8688,0.9391,9.63,True,11.8,1,169.0,"nuthing scores 9.63 with consistency score 25.0, recent tournament form 8.5; reliability 0.869, activity 0.939, provisional",{}
chiv,,,,,4.82,25.0,0.8688,0.9475,7.29,True,8.86,1,134.0,"chiv scores 7.29 with consistency score 25.0, recent tournament form 4.8; reliability 0.869, activity 0.948, provisional",{}
realshin,,,,,2.71,25.0,0.8688,0.9387,5.85,True,7.17,1,171.0,"realshin scores 5.85 with consistency score 25.0, recent tournament form 2.7; reliability 0.869, activity 0.939, provisional",{}
